id	title	author	language	avg_rating	ratings_count	review_count
13440296	Observations of an Average United States Citizen	James G. Holloway	English	0.0	    0  	      0    
22859111	The Happy Pigs: A Novel	Lucy Harkness		3.86	    7  	      1    
28098194	ma-fi-nohousokuhannmennkyoushideseikouhousoku sennzaiishikikatsuyouhoushiri-zu	yumetsukikurabu	English	0.0	    0  	      0    
28359050	The Work-Based Learning Student Handbook	Dr Ruth Helyer	English	0.0	    0  	      0    
4507114	Catholic England: Faith, Religion, and Observance before the Reformation	R.N. Swanson	English	0.0	    0  	      0    
36407824	Affiliate Marketing: How to Scale Up Fast	David Scott		0.0	    0  	      0    
13624070	Mia: The Sweetest Valentine	Robin Farley	English	3.11	    9  	      4    
20904126	Joint Primary Aircraft Training System	U.S. Department of Defense		0.0	    0  	      0    
18029848	Love Letters for a Searching Soul	Sally Mazzella		0.0	    0  	      0    
12180571	Shmoop Learning Guide: Hound Dog	Shmoop		0.0	    0  	      0    
23858025	FINANTIAL ANALYSIS GUIDE FOR BALANCED SHEET AND PROFIT LOSS	Tomohisa Fujii	English	0.0	    0  	      0    
13817435	Retreat from Rostov Part Three	Paul Hughes	English	0.0	    0  	      0    
9649710	Speedball Text Book for Pen and Brush Lettering	Ross F. George	English	4.8	    15  	      0    
31561601	The Destroyers : Book 1: A New Beginning	William Vincent Rice	English	4.0	    1  	      0    
3173732	Donald Friend 1915 1989 Retrospective	Barry Pearce		4.0	    1  	      0    
12168348	L'homme-femme: réponse à M. Henri d'Ideville	Alexandre Dumas fils		0.0	    0  	      0    
31150747	35 Division 104 Infantry Brigade Headquarters: 22 January 1916 - 31 December 1917	Wo95/2482		0.0	    0  	      0    
18777296	Life Behind the Camera	Chuck Quinzio	English	4.67	    3  	      0    
172134	Dead Souls	Ian Rankin	English	4.03	    6039  	      228    
4467184	Libraries And Young Adults: Media, Services, And Librarianship	Joanne V. Rogers		0.0	    0  	      0    
19909668	Diamonds Down Under: Vol 2	Jan Colley	English	3.33	    3  	      0    
6047146	Raffles and the Match-Fixing Syndicate	Adam Corres	English	3.33	    6  	      1    
22967368	Islamic Violence in America's Streets	Ronald K Pierce		2.92	    13  	      6    
34870676	Es lohnt sich um jeden Tag: Mein Kampf gegen den Krebs	Kerstin Ostmann		0.0	    0  	      0    
35002296	Lesson Plan #4: A Farewell to Arms	Daniel Robert Sullivan		0.0	    0  	      0    
27810831	Water Bottle	Standard Publishing	English	0.0	    0  	      0    
17633091	The Light of Darkness	Joseph E Drinkard		0.0	    0  	      0    
19027827	Ci Vediamo Alla Fattoria	Caroline Williams		0.0	    0  	      0    
2329941	Piper's Someday	Ruth Perkinson	English	4.15	    20  	      6    
20524043	Fear and Trembling	Søren Kierkegaard	English	4.01	    13802  	      664    
22514158	Outlaw Prince LTD	Jeremy Barlow		0.0	    0  	      0    
8190736	The Trouble With Joe	Emilie Richards	English	3.7	    77  	      8    
33087635	de Feu Et de Glace 4: Jade, Des Tenebres a la Lumiere	Angie L Deryckere		0.0	    0  	      0    
14659592	Quatre Tiers D'Une Vie	Nina Krivocheine	French	0.0	    0  	      0    
7397463	Ancient City of Rome	Christopher John Smith	English	0.0	    0  	      0    
19802627	Vampire:1989	Brett A. Contreras	English	0.0	    0  	      0    
35439998	Dwellers of Darkness	Stacey Marie Brown		4.28	    3975  	      219    
32432579	The Wind in the Corn, and Other Poems	Edith Franklin 1873-1958 Wyatt		0.0	    0  	      0    
27095894	The Introduction of Classical Metres Into Italian Poetry, and Their Development to the Beginning of the Nineteenth Century	Arthur Henry Baxter		0.0	    0  	      0    
21212152	Anniversary of a Kiss... An Office Romance	Isabelle LaPointe	English	0.0	    0  	      0    
21112106	Oh No! We're Gonna Die Too: More Humorous Tales of Close Calls in Alaska's Wilderness	Bob Bell	English	3.55	    47  	      9    
32133314	Schwenkfelder Hymnology: And the Sources of the First Schwenkfelder Hymn-Book Printed in America	Allen Anders Seipt		0.0	    0  	      0    
16826448	Drug Treatment in Prison: An Evaluation of the Rapt Treatment Programme	Carol Martin		0.0	    0  	      0    
4045523	Miami Mediterranean Diet: Lose Weight and Lower Your Risk of Heart Disease	Michael Ozner	English	3.52	    31  	      2    
10737542	Knowledge of Reflexives in a Second Language	Margaret A. Thomas	English	0.0	    0  	      0    
30139081	Feather Brain	Maureen Bush	English	0.0	    0  	      0    
19221292	The Lost History of the New Madrid Earthquakes	Conevery Bolton Valencius	English	4.18	    22  	      6    
19833016	Management Principles of Sustainable Industrial Chemistry: Theories, Concepts and Indusstrial Examples for Achieving Sustainable Chemical Products and Processes from a Non-Technological Viewpoint	Genserik L.L. Reniers	English	0.0	    0  	      0    
13575485	Soul of a Whore and Purvis: Two Plays in Verse	Denis Johnson	English	3.5	    38  	      9    
25333686	きーちゃん先生の事情（８）	Ai Okaue (丘上 あい)	Japanese	0.0	    0  	      0    
34000315	A Letter to the Right Honourable, the Secretary at War, on Sickness and Mortality in the West Indies: Being a Review of Captain Tulloch's Statistical Report	Andrew Halliday		0.0	    0  	      0    
35173081	And to Think That I Saw it on Mulberry Street	Dr. Seuss	English	3.99	    19352  	      518    
584697	Public Schools in Hard Times: The Great Depression and Recent Years the Great Depression and Recent Years	David Tyack		5.0	    1  	      0    
32107944	Histoire Naturelle Des Quadrupedes Ovipares Et Des Serpens; Tome T. 2	Bernard Germain de Lacépède		0.0	    0  	      0    
16047917	العبقرية والإبداع والقيادة	Dean Keith Simonton	Arabic	3.39	    28  	      5    
25722545	Darren's Secret	M.P. Rey	English	0.0	    0  	      0    
